Occurrences,Average Signal Strength (dBm),Average Bit Rate (Mbps),Mac Address
8,-49.125,24.0,f2:6d:29:2f:00:28
8,-48.75,24.0,f2:76:13:7f:00:28
8,-52.25,24.0,f2:c5:52:5f:00:28
8,-52.125,24.0,f2:6d:28:cf:00:28
8,-55.125,24.0,28:39:26:49:f5:eb
8,-71.375,24.0,98:69:8a:c5:26:bc
8,-50.5,24.0,f2:6d:13:cf:00:28
8,-49.75,24.0,f2:78:19:8f:00:28
8,-71.125,24.0,5c:e9:1e:b3:27:fe
8,-66.375,24.0,a0:78:17:cb:52:9b
8,-63.25,24.0,f6:6a:88:e6:78:cd
8,-49.625,24.0,b0:be:83:24:73:ec
8,-52.375,24.0,f2:78:18:3f:00:28
8,-50.5,24.0,f2:78:18:9f:00:28
8,-50.25,24.0,f2:6d:24:7f:00:28
8,-51.75,24.0,dc:f5:05:f9:7b:a7
8,-50.125,24.0,3a:88:be:b9:26:a6
8,-52.5,24.0,f2:76:2a:ef:00:28
8,-71.25,24.0,d0:49:7c:81:f8:8d
8,-50.125,24.0,50:5a:65:ab:90:6d
8,-51.875,24.0,f2:6d:27:af:00:28
8,-49.5,24.0,80:38:fb:2a:79:fc
8,-52.375,24.0,f2:76:2a:8f:00:28
8,-68.375,24.0,f2:6d:0f:1f:00:3c
8,-50.125,24.0,f2:c5:4e:9f:00:28
8,-50.75,24.0,f2:6d:23:bf:00:28
8,-50.25,24.0,f2:6d:13:0f:00:28
8,-65.375,24.0,e4:84:d3:aa:9e:0e
8,-50.125,24.0,34:f3:9a:9b:0c:3f
8,-71.125,24.0,28:a5:3f:41:0d:e0
8,-63.625,24.0,52:86:21:3e:a7:40
8,-53.375,24.0,5c:61:99:0e:f8:e5
8,-65.75,24.0,24:95:2f:7b:26:72
8,-50.5,24.0,f2:76:1c:4f:00:28
8,-63.625,24.0,f2:6d:23:bf:00:3c
8,-50.875,24.0,f2:6d:19:6f:00:28
8,-70.5,24.0,e8:78:65:b1:ef:8f
8,-52.5,24.0,f2:6d:25:6f:00:28
8,-52.25,24.0,84:1b:77:2c:10:87
8,-52.5,24.0,f2:77:ad:8f:00:28
8,-59.0,24.0,08:8e:dc:86:2c:b4
8,-69.125,24.0,e4:40:97:c0:fd:55
8,-69.5,24.0,b4:85:e1:1a:c4:ee
8,-52.25,24.0,f2:78:0b:1f:00:28
8,-54.125,24.0,08:6a:c5:5c:4d:dd
8,-52.625,24.0,f2:6d:29:5f:00:28
8,-51.375,24.0,f2:76:21:2f:00:28
8,-51.75,24.0,f2:6d:22:0f:00:28
8,-53.125,24.0,0a:ae:97:a8:6f:e2
8,-64.375,24.0,f2:6d:2b:9f:00:3c
8,-51.875,24.0,f2:76:13:1f:00:28
8,-49.625,24.0,f2:d1:21:df:00:28
8,-51.25,24.0,f2:76:20:3f:00:28
8,-67.625,24.0,26:7e:ca:07:8f:90
8,-68.125,24.0,64:a2:f9:d9:b1:aa
8,-50.0,24.0,f2:6d:23:ef:00:28
8,-52.375,50.5,08:6a:c5:1d:62:58
8,-51.625,24.0,5c:3a:45:24:67:57
8,-71.25,24.0,b4:ae:c1:60:f1:fa
8,-69.125,24.0,a8:5b:b7:98:01:5e
8,-66.875,24.0,30:bb:7d:19:a0:01
8,-65.375,24.0,f2:6d:18:7f:00:3c
8,-67.0,24.0,2c:a7:ef:54:42:b9
8,-68.25,24.0,f2:6d:26:2f:00:3c
8,-50.625,24.0,f2:77:b3:8f:00:28
8,-63.125,24.0,62:c8:79:9e:3c:9a
8,-50.125,24.0,f2:c5:4e:cf:00:28
8,-49.75,24.0,f2:6d:1f:cf:00:28
8,-53.375,24.0,f2:77:ad:ef:00:28
8,-50.625,24.0,f2:6d:12:df:00:28
8,-52.375,24.0,94:53:30:7a:48:28
8,-49.5,24.0,f2:6d:1b:af:00:28
8,-50.5,24.0,f2:78:5d:cf:00:28
8,-58.5,24.0,f8:59:71:08:07:41
8,-67.75,24.0,74:f2:fa:32:95:df
8,-67.625,24.0,b0:48:1a:db:a0:46
8,-52.75,24.0,38:d5:7a:0a:c7:3f
8,-48.75,24.0,40:5b:d8:aa:2f:b1
8,-66.875,24.0,0c:e0:dc:ba:5e:51
8,-49.5,24.0,6c:94:66:e4:cb:3b
8,-50.0,24.0,10:5b:ad:89:64:9d
9,-49.0,24.0,c0:95:6d:36:54:45
9,-69.11111111111111,24.0,00:0a:f5:fb:54:1b
9,-50.111111111111114,24.0,3c:58:c2:8d:34:e3
9,-56.666666666666664,24.0,f2:6d:1a:2f:00:3c
9,-50.888888888888886,24.0,f2:c5:4f:bf:00:28
9,-49.666666666666664,24.0,58:73:d8:47:25:62
9,-54.111111111111114,24.0,dc:1b:a1:bd:30:53
9,-49.0,24.0,f2:78:19:5f:00:28
9,-59.22222222222222,24.0,f2:c5:51:9f:00:3c
9,-66.44444444444444,24.0,f2:6d:1c:ff:00:3c
9,-51.333333333333336,24.0,9c:2f:9d:90:ee:a5
9,-68.77777777777777,24.0,f2:76:0f:bf:00:3c
9,-66.66666666666667,24.0,30:03:c8:0b:12:5f
9,-52.0,24.0,f2:77:a1:bf:00:28
9,-62.77777777777778,24.0,e4:ec:e8:dc:5f:ca
9,-51.111111111111114,24.0,3c:6a:a7:0b:e4:8d
9,-52.888888888888886,24.0,20:1e:88:71:82:1b
9,-49.666666666666664,24.0,f2:6d:1d:ef:00:28
9,-50.888888888888886,24.0,f2:c5:4d:4f:00:28
9,-52.22222222222222,24.0,f2:76:18:2f:00:28
9,-49.888888888888886,24.0,7c:78:7e:54:7b:98
9,-52.55555555555556,24.0,f2:76:17:cf:00:28
9,-48.77777777777778,24.0,f2:c5:51:cf:00:28
9,-53.0,24.0,4c:eb:bd:cb:f3:01
9,-53.55555555555556,24.0,f2:6d:1f:ff:00:28
9,-48.55555555555556,24.0,14:7d:da:9a:18:3d
9,-50.44444444444444,24.0,f2:6d:10:ff:00:28
9,-51.0,24.0,f2:c5:4c:bf:00:28
9,-68.77777777777777,24.0,b4:31:61:63:9c:43
9,-56.666666666666664,81.92577777777777,38:87:d5:c4:78:d6
9,-53.666666666666664,19.944444444444443,c4:3d:1a:56:75:ed
9,-53.666666666666664,24.0,f2:78:0a:5f:00:28
9,-68.33333333333333,24.0,f2:c5:4d:df:00:3c
9,-50.888888888888886,24.0,f2:76:0f:bf:00:28
9,-67.66666666666667,24.0,30:bb:7d:d8:ba:eb
9,-50.888888888888886,24.0,f2:6d:1c:ff:00:28
9,-50.333333333333336,24.0,f2:6d:0f:4f:00:28
9,-50.22222222222222,24.0,f2:6d:23:8f:00:28
9,-61.333333333333336,24.0,90:a2:5b:04:60:37
9,-52.44444444444444,24.0,b0:be:83:66:5d:d8
9,-69.33333333333333,24.0,f2:6d:19:6f:00:3c
9,-51.0,24.0,f2:c5:53:7f:00:28
9,-63.111111111111114,24.0,b8:2a:a9:11:99:21
9,-65.0,24.0,2c:a7:ef:0b:cb:03
9,-52.22222222222222,24.0,2c:6d:c1:43:7c:95
9,-49.0,24.0,ac:12:03:3a:4f:44
9,-49.888888888888886,24.0,68:3e:26:0f:c4:31
9,-50.888888888888886,24.0,f2:6d:29:ef:00:28
9,-53.666666666666664,22.0,bc:f1:71:84:a6:16
9,-49.111111111111114,24.0,f2:78:18:cf:00:28
9,-49.55555555555556,24.0,f2:78:0a:bf:00:28
9,-52.111111111111114,24.0,f2:6d:1f:3f:00:28
9,-51.22222222222222,24.0,f2:78:bd:ff:00:28
9,-51.22222222222222,24.0,f2:76:12:ef:00:28
9,-50.77777777777778,24.0,f2:6d:11:2f:00:28
9,-51.666666666666664,24.0,f2:78:be:5f:00:28
9,-51.333333333333336,24.0,f2:c5:4f:2f:00:28
9,-64.0,24.0,f2:78:5e:5f:00:3c
9,-50.44444444444444,24.0,f2:76:1b:8f:00:28
9,-51.44444444444444,24.0,f2:78:5c:af:00:28
9,-51.77777777777778,24.0,f2:6d:13:3f:00:28
9,-51.0,24.0,f2:76:16:4f:00:28
9,-63.333333333333336,24.0,70:72:fe:47:2f:7f
9,-66.55555555555556,24.0,88:46:04:19:e7:10
9,-52.44444444444444,24.0,f2:c5:50:1f:00:28
9,-69.0,24.0,f2:6d:28:3f:00:3c
9,-51.0,24.0,f2:6d:24:df:00:28
9,-57.888888888888886,24.0,d0:5a:fd:85:23:9b
9,-51.0,24.0,f2:78:bd:0f:00:28
9,-48.666666666666664,24.0,b4:8c:9d:38:11:4d
9,-64.44444444444444,24.0,2c:a7:ef:58:bd:c5
9,-67.11111111111111,24.0,f2:c5:53:7f:00:3c
9,-62.333333333333336,24.0,fc:29:e3:ef:35:a5
9,-51.111111111111114,24.0,f2:76:0e:9f:00:28
9,-53.888888888888886,24.0,f4:26:79:36:a3:fd
9,-50.77777777777778,24.0,f2:6d:1c:cf:00:28
9,-50.55555555555556,24.0,f2:78:19:2f:00:28
9,-51.77777777777778,24.0,f2:6d:1a:2f:00:28
9,-69.11111111111111,24.0,f2:c5:4f:2f:00:3c
9,-51.666666666666664,24.0,f2:78:be:ef:00:28
9,-51.111111111111114,24.0,56:43:eb:ff:22:9e
9,-52.0,24.0,f2:6d:22:6f:00:28
9,-54.44444444444444,19.444444444444443,f4:b3:01:8b:70:db
9,-67.11111111111111,24.0,b8:49:6d:9e:99:0a
9,-68.55555555555556,24.0,30:af:ce:75:2f:cd
9,-67.11111111111111,24.0,a8:3e:0e:61:02:dd
9,-53.111111111111114,21.944444444444443,0c:9a:3c:80:00:e3
9,-50.77777777777778,24.0,f0:9e:4a:0a:ab:bd
9,-52.22222222222222,24.0,f2:77:ae:af:00:28
9,-53.111111111111114,24.0,00:00:01:00:00:00
9,-52.0,24.0,90:de:80:86:d1:39
9,-48.333333333333336,24.0,b0:68:e6:ae:7f:51
9,-66.44444444444444,21.944444444444443,28:c2:1f:87:1a:f5
9,-51.0,24.0,f2:c5:4e:ff:00:28
9,-64.55555555555556,24.0,f0:79:60:de:2a:5c
9,-66.44444444444444,24.0,f2:6d:1c:cf:00:3c
9,-51.333333333333336,24.0,f2:c5:53:4f:00:28
9,-50.77777777777778,24.0,f2:c5:50:4f:00:28
9,-71.55555555555556,24.0,70:31:7f:60:2c:f8
9,-67.0,24.0,34:b9:8d:3f:27:d3
9,-51.333333333333336,24.0,f2:78:5d:9f:00:28
9,-50.666666666666664,24.0,f2:6d:1b:4f:00:28
9,-66.55555555555556,24.0,d8:a3:15:67:2f:6f
9,-50.888888888888886,24.0,f2:76:20:ff:00:28
9,-69.22222222222223,24.0,10:f6:05:23:09:4b
9,-51.22222222222222,24.0,f2:6d:0e:bf:00:28
9,-57.44444444444444,24.0,c4:23:60:2f:16:c4
9,-53.44444444444444,24.0,10:b5:88:6b:5c:50
9,-67.0,24.0,04:99:bb:65:1f:3a
9,-49.0,24.0,7c:24:99:f2:28:12
9,-47.333333333333336,24.0,c8:89:f3:ab:5b:d2
9,-52.44444444444444,24.0,48:e7:da:5b:db:a7
9,-51.111111111111114,24.0,f2:6d:2c:5f:00:28
9,-69.11111111111111,24.0,e8:5f:02:12:14:6d
9,-50.55555555555556,24.0,f2:c5:51:6f:00:28
9,-49.22222222222222,24.0,f2:6d:27:4f:00:28
9,-50.77777777777778,24.0,f2:6d:1a:5f:00:28
9,-48.666666666666664,24.0,8c:7a:aa:e4:ef:c5
9,-49.111111111111114,24.0,70:a8:d3:c7:73:47
10,-68.3,24.0,5c:ba:ef:04:f5:e9
10,-50.7,24.0,f2:6d:27:1f:00:28
10,-69.2,24.0,d0:49:7c:f9:4d:b6
10,-51.5,24.0,f2:76:17:9f:00:28
10,-67.1,24.0,f2:6d:10:ff:00:3c
10,-67.4,24.0,fc:e2:6c:aa:ab:e1
10,-67.2,24.0,f2:76:17:6f:00:3c
10,-50.5,24.0,f2:6d:23:5f:00:28
10,-51.0,24.0,f2:77:81:4f:00:28
10,-49.9,24.0,38:00:25:94:c1:59
10,-50.0,24.0,f2:6d:2c:8f:00:28
10,-64.5,24.0,fc:d9:08:af:ba:2b
10,-50.8,24.0,f2:c5:52:bf:00:28
10,-50.4,24.0,f2:c5:50:af:00:28
10,-71.0,24.0,ca:6f:b4:b1:3b:a1
10,-51.0,24.0,f2:6d:18:7f:00:28
10,-52.2,24.0,f2:c5:51:ff:00:28
10,-70.9,24.0,88:1e:5a:3b:52:4d
10,-68.9,24.0,f2:6d:14:ef:00:3c
10,-63.2,24.0,54:09:10:5d:9d:e3
10,-70.1,24.0,a8:db:03:63:0a:dc
10,-51.4,24.0,f2:78:5f:4f:00:28
10,-52.0,24.0,e8:6f:38:cd:1e:7f
10,-49.7,24.0,f2:6d:1e:df:00:28
10,-66.6,24.0,f2:6d:1c:9f:00:3c
10,-51.5,24.0,a4:c3:f0:9e:cd:6b
10,-51.7,24.0,14:13:33:15:d5:a3
10,-51.7,24.0,90:78:41:fe:84:04
10,-66.7,24.0,3c:6d:89:15:89:6b
10,-66.6,24.0,f2:6d:1b:df:00:3c
10,-64.8,24.0,f2:c5:52:2f:00:3c
10,-70.8,24.0,2c:be:eb:32:03:ae
10,-54.7,24.0,c8:89:f3:ca:15:78
10,-50.1,24.0,f2:6d:1d:2f:00:28
10,-71.5,24.0,f2:76:2a:bf:00:3c
10,-49.8,24.0,f2:d1:20:8f:00:28
10,-51.4,24.0,f2:6d:14:bf:00:28
10,-48.6,24.0,f2:6d:22:9f:00:28
10,-63.0,24.0,04:42:1a:e1:37:93
10,-51.4,24.0,f2:6d:20:5f:00:28
10,-62.9,24.0,f2:c5:51:cf:00:3c
10,-49.1,24.0,f2:6d:2a:1f:00:28
10,-66.6,24.0,1c:87:e3:f9:1e:3e
10,-52.8,24.0,70:a8:d3:bd:6b:8b
10,-49.9,24.0,f2:c5:4e:3f:00:28
10,-51.0,24.0,f2:78:5e:8f:00:28
10,-61.9,24.0,6c:7e:67:5b:99:1b
10,-53.0,24.0,c0:e4:34:64:c4:41
10,-49.5,24.0,f2:76:0e:ff:00:28
10,-48.8,24.0,fa:a0:db:c7:d0:91
10,-49.5,24.0,f2:6d:2a:4f:00:28
10,-50.5,79.8888,08:8e:90:88:75:25
10,-50.3,24.0,f2:6d:28:9f:00:28
10,-69.1,24.0,f2:76:0e:6f:00:3c
10,-54.9,24.0,74:8f:3c:bd:6e:ab
10,-49.6,24.0,90:e8:68:55:f4:33
10,-55.0,24.0,14:7d:da:c8:a6:d7
10,-52.0,24.0,f2:76:1b:bf:00:28
10,-67.2,24.0,d8:f8:83:2e:a4:aa
10,-50.7,24.0,f2:6d:1e:7f:00:28
10,-67.2,24.0,f2:c5:4e:cf:00:3c
10,-69.4,24.0,30:bb:7d:e8:bd:f1
10,-49.9,24.0,f2:6d:18:af:00:28
10,-49.7,24.0,f2:76:0f:ef:00:28
10,-51.2,24.0,a0:78:17:5d:96:eb
10,-69.7,24.0,f2:ca:a9:cf:00:3c
10,-57.0,24.0,ec:28:d3:74:ca:77
10,-66.6,24.0,f2:6d:19:3f:00:3c
10,-67.6,24.0,18:e7:b0:94:ae:e5
10,-51.1,24.0,7e:e6:74:ec:77:ef
10,-70.9,24.0,e4:84:d3:a1:c0:3d
10,-69.0,24.0,f2:78:17:df:00:3c
10,-50.8,24.0,f2:76:20:9f:00:28
10,-52.2,24.0,f2:c5:53:1f:00:28
10,-67.2,24.0,f2:09:c0:15:25:f4
10,-50.7,24.0,f2:78:bd:3f:00:28
10,-65.1,24.0,f2:d1:20:5f:00:3c
10,-68.5,24.0,fc:4e:a4:0e:4e:17
10,-49.9,24.0,da:c7:98:e4:ee:5b
10,-67.7,24.0,d0:49:7c:97:a6:fb
10,-61.9,24.0,76:dc:8b:f1:de:c7
10,-47.0,24.0,d0:88:0c:6f:ac:3d
10,-48.7,24.0,10:b5:88:6c:e3:0c
10,-68.0,24.0,f2:76:20:ff:00:3c
10,-49.9,24.0,2c:3b:70:cb:a9:33
10,-50.8,24.0,f2:6d:1c:0f:00:28
10,-52.9,24.0,30:d1:6b:ea:7a:51
10,-51.0,24.0,f2:6d:1b:1f:00:28
10,-70.0,24.0,f2:77:ae:7f:00:3c
10,-66.6,24.0,b8:98:ad:2f:2b:b1
10,-68.0,24.0,f2:6d:19:9f:00:3c
10,-50.8,24.0,20:2b:20:65:49:bd
10,-54.2,24.0,c4:75:ab:49:83:ab
10,-51.5,24.0,f2:76:20:6f:00:28
10,-67.2,24.0,0c:c6:fd:38:58:98
10,-66.1,24.0,f2:6d:0e:8f:00:3c
10,-50.3,24.0,0c:7a:15:f8:38:74
10,-48.1,24.0,9c:3e:53:76:26:eb
10,-46.6,24.0,b8:49:6d:9e:61:33
10,-51.5,24.0,f2:6d:27:df:00:28
10,-50.4,24.0,f2:76:16:7f:00:28
10,-63.0,24.0,84:8c:8d:95:83:d4
10,-51.7,24.0,f2:78:be:2f:00:28
10,-51.1,24.0,f2:6d:28:3f:00:28
10,-51.9,24.0,34:cf:f6:8f:4a:0d
10,-64.5,24.0,f2:76:2a:2f:00:3c
10,-69.7,24.0,f2:6d:23:5f:00:3c
10,-49.4,24.0,f2:ca:a9:cf:00:28
10,-50.9,24.0,f2:6d:14:2f:00:28
10,-49.9,24.0,f2:6d:1e:1f:00:28
10,-67.3,24.0,7c:fd:6b:53:43:06
10,-49.4,24.0,f2:c5:50:df:00:28
10,-49.6,24.0,c0:95:6d:26:b7:2e
10,-49.4,24.0,d4:1b:81:5a:46:d5
10,-64.7,24.0,4c:20:b8:79:ae:b0
10,-50.0,24.0,12:3f:71:54:9d:35
10,-55.5,24.0,14:d4:24:1b:8c:23
10,-69.2,24.0,a8:4a:28:2c:a8:c8
10,-66.3,24.0,f2:76:2a:8f:00:3c
10,-51.6,24.0,f2:76:2a:bf:00:28
11,-65.9090909090909,24.0,34:47:9a:3f:d7:77
11,-63.36363636363637,24.0,f2:76:1c:4f:00:3c
11,-68.81818181818181,24.0,f2:c5:50:1f:00:3c
11,-50.45454545454545,24.0,f2:76:17:0f:00:28
11,-68.0,24.0,f2:d1:21:4f:00:3c
11,-67.0,24.0,f2:6d:23:2f:00:3c
11,-49.63636363636363,24.0,f2:6d:1b:7f:00:28
11,-65.54545454545455,24.0,34:42:62:68:f7:76
11,-71.36363636363636,24.0,d0:2b:20:8a:b6:8f
11,-67.45454545454545,24.0,f2:c5:53:4f:00:3c
11,-63.36363636363637,24.0,f2:6d:29:2f:00:3c
11,-55.90909090909091,24.0,6c:7e:67:12:3d:5a
11,-51.81818181818182,24.0,f2:6d:24:4f:00:28
11,-50.36363636363637,24.0,14:88:e6:7a:71:41
11,-62.36363636363637,24.0,f0:1f:c7:a1:70:6e
11,-65.81818181818181,24.0,10:ec:81:f4:8c:2c
11,-62.72727272727273,24.0,f2:78:17:af:00:3c
11,-50.90909090909091,24.0,f2:6d:14:ef:00:28
11,-65.81818181818181,24.0,f2:76:1b:ef:00:3c
11,-66.27272727272727,24.0,f2:78:0a:8f:00:3c
11,-62.81818181818182,24.0,f2:77:ad:5f:00:3c
11,-71.72727272727273,24.0,f2:c5:4b:ff:00:3c
11,-49.27272727272727,24.0,c8:89:f3:c0:d6:93
11,-64.81818181818181,24.0,8c:df:2c:c2:4d:a9
11,-50.18181818181818,24.0,8c:f8:c5:01:d0:e7
11,-65.81818181818181,24.0,f2:78:18:cf:00:3c
11,-50.27272727272727,24.0,f2:6d:10:9f:00:28
11,-66.45454545454545,24.0,b0:3f:64:ba:bc:93
11,-54.90909090909091,24.0,60:a4:b7:e5:b7:58
11,-51.45454545454545,24.0,f2:6d:25:3f:00:28
11,-51.0,24.0,f2:c5:52:2f:00:28
11,-47.18181818181818,24.0,f4:b3:01:d0:d6:26
11,-51.09090909090909,24.0,f2:d0:a4:0f:00:28
11,-49.72727272727273,24.0,a0:80:69:b6:6d:c2
11,-62.54545454545455,24.0,f2:6d:2a:4f:00:3c
11,-71.45454545454545,24.0,40:c7:11:ac:89:ad
11,-64.45454545454545,24.0,f2:76:20:9f:00:3c
11,-66.0,24.0,f2:6d:1b:4f:00:3c
11,-66.54545454545455,24.0,f2:c5:4e:ff:00:3c
11,-51.54545454545455,24.0,f2:6d:25:ff:00:28
11,-71.81818181818181,24.0,a4:c6:9a:fb:f7:c5
11,-66.63636363636364,24.0,ba:38:a7:95:8b:2d
11,-65.36363636363636,24.0,f2:6d:14:8f:00:3c
11,-51.09090909090909,24.0,f2:78:bd:6f:00:28
11,-71.72727272727273,24.0,0c:ec:8d:49:d7:55
11,-62.63636363636363,24.0,4c:f2:02:11:d4:c1
11,-49.90909090909091,24.0,f2:78:18:6f:00:28
11,-67.0,18.954545454545453,88:46:04:44:10:96
11,-48.90909090909091,24.0,f2:6d:14:8f:00:28
11,-49.0,24.0,f2:6d:1d:5f:00:28
11,-66.0909090909091,24.0,fc:aa:b6:bf:3f:aa
11,-69.18181818181819,24.0,50:ed:3c:c1:e7:fc
11,-61.36363636363637,24.0,f2:77:ad:ef:00:3c
11,-51.63636363636363,24.0,f2:6d:21:af:00:28
11,-48.45454545454545,24.0,3c:f0:11:71:36:df
11,-65.81818181818181,24.0,f2:78:bd:0f:00:3c
11,-49.81818181818182,24.0,b0:68:e6:0c:06:fb
11,-71.9090909090909,24.0,ac:86:a3:4c:6d:0e
11,-64.45454545454545,24.0,e4:8c:73:7a:8a:8b
11,-66.81818181818181,24.0,f2:6d:27:7f:00:3c
11,-71.63636363636364,24.0,b0:67:b5:74:6d:ce
11,-61.81818181818182,24.0,10:82:d7:27:9e:ed
11,-68.0909090909091,24.0,b4:fa:48:4d:ec:8d
11,-67.27272727272727,24.0,f2:78:bd:6f:00:3c
11,-50.72727272727273,24.0,f2:6d:10:cf:00:28
11,-66.72727272727273,24.0,a4:c6:9a:f5:d3:a9
11,-49.09090909090909,24.0,10:68:38:95:5d:5d
11,-65.81818181818181,24.0,f2:6d:1f:3f:00:3c
11,-67.0,24.0,f2:6d:18:df:00:3c
11,-62.81818181818182,1.0,c0:38:96:81:40:95
11,-64.63636363636364,24.0,74:33:57:c6:e9:29
11,-66.45454545454545,24.0,f2:6d:1b:1f:00:3c
11,-64.63636363636364,24.0,e4:ec:e8:6d:1d:33
11,-64.27272727272727,24.0,60:7e:c9:04:f9:c9
11,-64.63636363636364,24.0,f2:76:17:ff:00:3c
11,-49.09090909090909,24.0,18:47:3d:a4:b8:29
11,-53.27272727272727,24.0,d0:ab:d5:59:d4:09
11,-69.63636363636364,24.0,20:69:80:71:df:61
11,-68.0909090909091,24.0,f2:6d:22:ff:00:3c
11,-67.81818181818181,24.0,f2:6d:1d:8f:00:3c
11,-71.18181818181819,24.0,f4:02:28:63:4b:0a
11,-67.0909090909091,24.0,08:8e:dc:9b:e4:3b
11,-68.27272727272727,24.0,f2:6d:27:1f:00:3c
11,-65.9090909090909,24.0,f2:6d:20:5f:00:3c
11,-68.36363636363636,24.0,d4:3a:2c:82:4a:fa
11,-49.90909090909091,24.0,f2:c5:4b:ff:00:28
11,-66.81818181818181,24.0,f2:6d:27:af:00:3c
11,-71.54545454545455,24.0,f2:76:13:4f:00:3c
11,-49.45454545454545,24.0,f2:78:17:af:00:28
11,-50.18181818181818,24.0,f2:c5:52:8f:00:28
11,-71.0,24.0,f2:6d:29:ef:00:3c
11,-67.45454545454545,24.0,f2:76:0f:ef:00:3c
11,-50.27272727272727,24.0,f2:6d:13:ff:00:28
11,-67.63636363636364,24.0,2c:be:eb:60:b1:0d
11,-67.36363636363636,24.0,f2:76:17:0f:00:3c
11,-49.27272727272727,24.0,b0:3c:dc:e5:7a:7c
12,-61.416666666666664,24.0,f4:02:28:8b:6f:6d
12,-69.75,24.0,48:9d:d1:32:cf:a8
12,-50.833333333333336,24.0,f2:76:17:ff:00:28
12,-50.583333333333336,24.0,f2:6d:28:ff:00:28
12,-53.166666666666664,22.5,58:ce:2a:33:5c:7f
12,-69.75,24.0,c6:ea:75:89:f9:58
12,-67.66666666666667,24.0,f2:78:bd:3f:00:3c
12,-66.08333333333333,24.0,f2:6d:19:ff:00:3c
12,-50.25,24.0,c4:d9:87:3e:ea:5e
12,-64.41666666666667,24.0,34:fe:77:be:5c:f3
12,-50.25,24.0,f2:76:0e:3f:00:28
12,-68.5,24.0,f2:6d:21:af:00:3c
12,-68.08333333333333,24.0,f2:6d:13:0f:00:3c
12,-51.25,24.0,48:e7:da:aa:c5:b5
12,-52.833333333333336,24.0,f2:76:17:3f:00:28
12,-61.583333333333336,24.0,4e:89:e7:4b:4f:fe
12,-50.333333333333336,24.0,30:d1:6b:ea:7a:61
12,-51.5,24.0,f2:6d:2c:2f:00:28
12,-51.416666666666664,138.90699999999998,28:94:0f:c9:29:b8
12,-50.75,24.0,f2:76:1c:1f:00:28
12,-67.25,24.0,f2:6d:28:cf:00:3c
12,-51.25,24.0,64:5d:86:db:09:d4
12,-53.166666666666664,24.0,7c:21:4a:e2:a6:c6
12,-65.83333333333333,24.0,f2:6d:1a:8f:00:3c
12,-67.25,24.0,f2:6d:28:0f:00:3c
12,-67.58333333333333,24.0,f2:76:0e:ff:00:3c
12,-65.66666666666667,24.0,f2:77:b3:8f:00:3c
12,-53.666666666666664,24.0,cc:6b:1e:98:d2:6b
12,-68.91666666666667,24.0,f2:76:18:8f:00:3c
12,-64.75,24.0,f2:78:0b:7f:00:3c
12,-62.416666666666664,24.0,80:ed:2c:1f:ce:d0
12,-66.08333333333333,24.0,f2:78:bc:af:00:3c
12,-50.583333333333336,24.0,f2:78:0b:7f:00:28
12,-66.33333333333333,24.0,f2:6d:22:6f:00:3c
12,-70.66666666666667,24.0,f2:6d:20:2f:00:3c
12,-52.5,24.0,f8:9e:94:04:85:cb
12,-69.91666666666667,24.0,f2:76:20:cf:00:3c
12,-66.83333333333333,24.0,e0:13:b5:74:15:a7
12,-65.66666666666667,24.0,f2:78:5f:1f:00:3c
12,-68.41666666666667,24.0,ec:28:d3:c6:a1:4b
12,-52.166666666666664,24.0,84:14:4d:0b:37:7c
12,-67.66666666666667,24.0,f2:78:17:7f:00:3c
12,-53.416666666666664,24.0,9c:29:76:da:39:8c
12,-65.66666666666667,24.0,c8:58:95:a9:b9:9a
12,-61.166666666666664,24.0,b0:e5:ef:95:7b:20
12,-51.75,24.0,f2:6d:20:2f:00:28
12,-68.25,24.0,f2:78:18:ff:00:3c
12,-53.333333333333336,24.0,5c:ba:ef:25:74:e9
12,-65.25,22.458333333333332,e0:cc:f8:43:c1:44
12,-67.58333333333333,24.0,f2:c5:51:0f:00:3c
12,-51.0,24.0,f2:6d:21:df:00:28
12,-51.083333333333336,24.0,cc:6b:1e:30:a1:37
12,-52.166666666666664,24.0,6a:de:00:ac:fb:58
12,-69.41666666666667,24.0,f2:6d:1e:af:00:3c
12,-65.08333333333333,24.0,f2:78:bd:9f:00:3c
12,-69.41666666666667,24.0,f2:76:10:1f:00:3c
12,-64.25,24.0,bc:f7:30:3b:d0:df
12,-65.0,24.0,f2:6d:1e:7f:00:3c
12,-67.08333333333333,24.0,f2:78:5e:bf:00:3c
12,-69.83333333333333,24.0,74:f2:fa:a8:29:76
12,-54.0,24.0,d8:9c:67:61:01:19
12,-50.416666666666664,24.0,f2:76:13:4f:00:28
12,-68.33333333333333,24.0,f2:6d:29:5f:00:3c
12,-47.75,24.0,14:d4:24:19:96:2d
12,-56.0,17.166666666666668,20:c1:9b:76:72:67
12,-69.83333333333333,24.0,f2:76:0e:cf:00:3c
12,-49.5,24.0,1c:57:dc:48:55:ab
12,-67.0,24.0,f2:6d:12:df:00:3c
12,-50.75,24.0,f2:78:18:0f:00:28
12,-71.83333333333333,24.0,3c:13:5a:98:83:1d
12,-65.41666666666667,24.0,f2:76:1b:bf:00:3c
12,-69.5,24.0,e8:78:65:86:37:1f
12,-66.66666666666667,24.0,f2:d1:21:7f:00:3c
12,-71.5,24.0,7c:b0:73:5f:ae:13
